"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Bildgebung LogicalModel FHIR Mapping"
"Lungenfunktion","Lungenfunktion","","","",0,*,"","","","null {[]} {[]}
","Das Erweiterungsmodul Lungenfunktion enthält Datenelemente zur Dokumentation von Lungenfunktionsuntersuchungen (Spirometrie, Bodyplethysmographie, Diffusionskapazität, Provokationstestung) und zugehörigen Befundberichten.","MII LogicalModel Modul Lungenfunktion","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Lungenfunktion.Lungenfunktionsmesswerte.Bezugsmesswerte","Lungenfunktion.Lungenfunktionsmesswerte.Bezugsmesswerte","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","Bezugsmesswerte","Messwerte, aus welche dieser berechnet wurde.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Bezugsmesswerte",0,*,"","","Observation.derivedFrom"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte","","","",0,*,"","","","BackboneElement {[]} {[]}
","Bewertungsmesswerte","Messwerte, die zur Bewertung dieses Messwerts dient.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.component"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.id","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.extension","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.modifierExtension","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VorhergesagterMesswert","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VorhergesagterMesswert","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Vorhergesagter Messwert","Messwert, der personenbezogen vorhergesagt wird.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VorhergesagterMesswert",0,1,"","","Observation.component[predicted]"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VerhaeltnisZurVorhersage","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VerhaeltnisZurVorhersage","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Verhältnis zur Vorhersage","Verhältnis von Messwert zum vorhergesagtem Messwert.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.VerhaeltnisZurVorhersage",0,1,"","","Observation.component[%predicted]"
"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.zScore","Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.zScore","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","z-Score","z-Score zur Bewertung des Messwerts","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Bewertungsmesswerte.zScore",0,1,"","","Observation.component[z-score]"
"Lungenfunktion.Umgebungsvariablen","Lungenfunktion.Umgebungsvariablen","","","",0,1,"","","","BackboneElement {[]} {[]}
","Umgebungsvariablen","Umgebungsvariablen zur Beschreibung des Patientenumfeld","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",""
"Lungenfunktion.Umgebungsvariablen.id","Lungenfunktion.Umgebungsvariablen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Umgebungsvariablen.extension","Lungenfunktion.Umgebungsvariablen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.modifierExtension","Lungenfunktion.Umgebungsvariablen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Umgebung","Lungenfunktion.Umgebungsvariablen.Umgebung","","","",0,1,"","","","BackboneElement {[]} {[]}
","Umgebung","Umgebung in der der Messwert aufgenommen wurde","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Umgebung",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Location"
"Lungenfunktion.Umgebungsvariablen.Umgebung.id","Lungenfunktion.Umgebungsvariablen.Umgebung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Umgebungsvariablen.Umgebung.extension","Lungenfunktion.Umgebungsvariablen.Umgebung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Umgebung.modifierExtension","Lungenfunktion.Umgebungsvariablen.Umgebung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Umgebung.Standorttyp","Lungenfunktion.Umgebungsvariablen.Umgebung.Standorttyp","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Standorttyp","Typ der Umgebung des Patienten","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Umgebung.Standorttyp",0,1,"","","Location.type"
"Lungenfunktion.Umgebungsvariablen.Umgebung.Standortform","Lungenfunktion.Umgebungsvariablen.Umgebung.Standortform","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Standortform","Standortform der Umgebung, zur Dokumentation von Innen oder Außen","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Umgebung.Standortform",0,1,"","","Location.physicalType"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit","","","",0,1,"","","","BackboneElement {[]} {[]}
","Luftfeuchtigkeit","relative Luftfeuchtigkeit in der Patientenumgebung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.id","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.extension","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.modifierExtension","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Status","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status des Befundberichts.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Status",1,1,"","","Observation.status"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Kategorie","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Kategorie","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Kategorie","Kategorisierung des Messwerts zur Lungenfunktion.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Kategorie",1,*,"","","Observation.category"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Code","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code für den spezifischen Lungenfunktionsbericht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Code",1,1,"","","Observation.code"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Person","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Personen-Identifikation","Die Person, für die der Lungenfunktionsbericht erstellt wurde. Hier sollte das MII KDS-Modul Person referenziert werden","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Person",1,1,"","","Observation.subject"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Fokus","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Fokus","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Fokus","Fokus auf den Ort der Messung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Fokus",1,1,"","","Observation.focus"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Dokumentationszeitpunkt","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Dokumentationszeitpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Dokumentationszeitpunkt ","Zeitpunkt an dem der Messwert dokumentiert wurde.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Dokumentationszeitpunkt",0,1,"","","Observation.issued"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Messergebnis","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Messergebnis","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Messergebnis","Messergebnis eines Lungenfunktionsmesswert","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Messergebnis",0,1,"","","Observation.value[x]"
"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Interpretation","Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation","Interpretation der Messergebnisse im Bezug zum Referenzintervall.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Luftfeuchtigkeit.Interpretation",0,1,"","","Observation.interpretation"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur","Lungenfunktion.Umgebungsvariablen.Lufttemperatur","","","",0,1,"","","","BackboneElement {[]} {[]}
","Lufttemperatur","Lufttemperatur in der Patientenumgebung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.id","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.extension","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.modifierExtension","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Status","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status des Befundberichts.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Status",1,1,"","","Observation.status"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Kategorie","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Kategorie","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Kategorie","Kategorisierung des Messwerts zur Lungenfunktion.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Kategorie",1,*,"","","Observation.category"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Code","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code für den spezifischen Lungenfunktionsbericht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Code",1,1,"","","Observation.code"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Person","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Personen-Identifikation","Die Person, für die der Lungenfunktionsbericht erstellt wurde. Hier sollte das MII KDS-Modul Person referenziert werden","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Person",1,1,"","","Observation.subject"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Fokus","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Fokus","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Fokus","Fokus auf den Ort der Messung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Fokus",1,1,"","","Observation.focus"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Dokumentationszeitpunkt","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Dokumentationszeitpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Dokumentationszeitpunkt ","Zeitpunkt an dem der Messwert dokumentiert wurde.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Dokumentationszeitpunkt",0,1,"","","Observation.issued"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Messergebnis","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Messergebnis","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Messergebnis","Messergebnis eines Lungenfunktionsmesswert","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Messergebnis",0,1,"","","Observation.value[x]"
"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Interpretation","Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation","Interpretation der Messergebnisse im Bezug zum Referenzintervall.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.Lufttemperatur.Interpretation",0,1,"","","Observation.interpretation"
"Lungenfunktion.Umgebungsvariablen.CO2Konzentration","Lungenfunktion.Umgebungsvariablen.CO2Konzentration","","","",0,1,"","","","BackboneElement {[]} {[]}
","CO2 Konzentration","CO2 Konzentration in der Patientenumgebung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Umgebungsvariablen.CO2Konzentration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation"
"Lungenfunktion.Umgebungsvariablen.CO2Konzentration.id","Lungenfunktion.Umgebungsvariablen.CO2Konzentration.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Umgebungsvariablen.CO2Konzentration.extension","Lungenfunktion.Umgebungsvariablen.CO2Konzentration.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
